"station_id","station_geog","distance"
"3116","0101000020E61000003BE466B801CB52C05019FF3EE3FA4340","1950"
"3117","0101000020E6100000632827DA55CE52C0280AF4893CFD4340","3950"
"3118","0101000020E6100000AB21718FA5CD52C0DFFDF15EB5FA4340","1900"
"3119","0101000020E610000048F949B54FCD52C016DEE522BEFB4340","2050"
"3120","0101000020E6100000601F9DBAF2CB52C0DB334B02D4FC4340","2600"
"3123","0101000020E610000097E2AAB2EFCA52C0CC6262F371FD4340","3600"
"3124","0101000020E61000001BF5108DEEC852C09296CADB11FA4340","4550"
"3125","0101000020E6100000143FC6DCB5CA52C0062FFA0AD2F84340","2350"
"3150","0101000020E6100000F0DC7BB8E4CA52C0BB9BA73AE4F64340","3250"
"3152","0101000020E6100000A96A82A8FBCC52C0A1BE654E97F94340","900"
"3154","0101000020E61000009CF9D51C20CA52C0ED815660C8FA4340","3050"
"3155","0101000020E61000004B766C04E2C952C0382D78D157F84340","3550"
"3156","0101000020E6100000BE4D7FF623CB52C0834C327216FA4340","1600"
"3157","0101000020E6100000D99942E735CA52C0A60A462575F64340","4100"
"3158","0101000020E6100000D0ED258DD1CA52C09FE5797077F64340","3600"
"3159","0101000020E610000029E8F692C6CC52C068D0D03FC1F94340","600"
"3160","0101000020E61000003815A930B6CC52C08A592F8672FA4340","700"
"3161","0101000020E61000003D61890794CB52C018213CDA38FA4340","1050"
"3162","0101000020E6100000E7FBA9F1D2CB52C05BD3BCE314F94340","1000"
"3163","0101000020E6100000A8E3310395CB52C0FDD98F1491F94340","1050"
"3164","0101000020E6100000CD3B4ED191CA52C0020EA14ACDF64340","3550"
"3165","0101000020E61000006C09F9A067CB52C058AD4CF8A5FA4340","1400"
"3166","0101000020E61000009F3C2CD49AC852C071AC8BDB68FC4340","5400"
"3168","0101000020E6100000D7DD3CD521CB52C036B05582C5F94340","1600"
"3169","0101000020E61000006C5B94D920C952C0A72215C616FA4340","4250"
"3170","0101000020E61000003A5D16139BCB52C0E275FD82DDF84340","1300"
"3181","0101000020E61000002C0E677E35CB52C0ADDD76A1B9F24340","6400"
"3182","0101000020E6100000376C5B94D9CA52C0D95A5F24B4F94340","2000"
"3183","0101000020E6100000A110018750CB52C07DB3CD8DE9F14340","7050"
"3184","0101000020E61000009F02603C83CC52C04C6C3EAE0DF94340","800"
"3185","0101000020E610000043FF04172BCA52C012F758FAD0F94340","2900"
"3187","0101000020E6100000971C774A07CB52C04A0C022B87FA4340","1800"
"3188","0101000020E6100000174850FC18CB52C09D2E8B89CDF34340","5550"
"3196","0101000020E61000009A94826E2FCB52C0D1CB28965BFE4340","4150"
"3197","0101000020E6100000C6E1CCAFE6CA52C07D96E7C1DDF54340","4000"
"3200","0101000020E6100000C9AB730CC8CA52C0543A58FFE7FC4340","3300"
"3201","0101000020E610000018265305A3CA52C03C1405FA44FA4340","2300"
"3203","0101000020E61000003E05C07806CB52C06A87BF266BF84340","2150"
"3204","0101000020E610000074417DCB9CCA52C02C9FE57970FB4340","2650"
"3205","0101000020E610000069520ABABDCA52C0D95F764F1EFA4340","2100"
"3207","0101000020E61000003F355EBA49CC52C0D97C5C1B2AFA4340","250"
"3208","0101000020E6100000DC114E0B5ECC52C044C02154A9F94340","200"
"3209","0101000020E61000008B4F01309ECD52C0B6F3FDD478F94340","1750"
"3210","0101000020E6100000FCFB8C0B07CA52C09296CADB11FE4340","4750"
"3211","0101000020E6100000A52C431CEBCA52C03F6F2A5261FC4340","2850"
"3212","0101000020E61000003659A31EA2CB52C0AC730CC85EFB4340","1550"
"3226","0101000020E6100000C9AB730CC8C852C0448655BC91FD4340","5700"
"3233","0101000020E61000000B98C0ADBBC952C02EAD86C43DFA4340","3450"
"3235","0101000020E6100000742497FF90CA52C07B14AE47E1FA4340","2500"
"3236","0101000020E61000009A081B9E5ECB52C0168733BF9AFB4340","1950"
"3237","0101000020E6100000253B3602F1CA52C0A86F99D365F54340","4350"
"3238","0101000020E61000002F51BD35B0C952C0F06DFAB31FF94340","3600"
"3240","0101000020E6100000166A4DF38ECD52C0F3C81F0C3CFB4340","2000"
"3241","0101000020E6100000EAB298D87CCE52C0D9CEF753E3F94340","2900"
"3243","0101000020E6100000C11C3D7E6FC952C0D9CEF753E3FD4340","5200"
"3244","0101000020E6100000D8BB3FDEABCA52C0F931E6AE25F84340","2700"
"3245","0101000020E61000008E9257E718CA52C08C84B69C4BFD4340","4200"
"3246","0101000020E6100000952BBCCB45CE52C0533F6F2A52F94340","2650"
"3247","0101000020E6100000EF0390DAC4CD52C0331B649291FB4340","2400"
"3248","0101000020E61000002F6EA301BCCB52C04D4A41B797F84340","1400"
"3249","0101000020E6100000D99942E735CC52C07B6649809AFA4340","600"
"3250","0101000020E610000017D9CEF753C952C0118DEE2076FA4340","4050"
"3251","0101000020E610000083FA96395DCC52C0ACCABE2B82F74340","2100"
"3252","0101000020E6100000DC114E0B5ECC52C0556AF6402BF84340","1500"
"3253","0101000020E610000015E3FC4D28CC52C001309E4143F74340","2300"
"3254","0101000020E61000008E06F01648CA52C0E12879758EFD4340","4200"
"3255","0101000020E61000007407B13385CA52C0CB10C7BAB8F94340","2400"
"3256","0101000020E610000093E34EE960CB52C0F59CF4BEF1F94340","1250"
"3257","0101000020E61000009A99999999C952C02EFF21FDF6F54340","5000"
"3258","0101000020E61000001F9DBAF259CE52C0983446EBA8FA4340","2800"
"3261","0101000020E610000009C4EBFA05C952C0B35E0CE544FB4340","4550"
"3263","0101000020E61000000C93A98251CD52C009F9A067B3FA4340","1500"
"3264","0101000020E6100000E010AAD4ECC952C005C078060DF94340","3300"
"3265","0101000020E6100000514EB4AB90CC52C0821C9430D3FA4340","850"
"3266","0101000020E6100000D68BA19C68C952C058A835CD3BF64340","5050"
"3267","0101000020E61000002497FF907ECB52C02FDD240681F54340","4000"
"3268","0101000020E61000009DD7D825AAC952C0450DA661F8FC4340","4450"
"3271","0101000020E61000005FEFFE78AFCE52C045D8F0F44AF94340","3200"
"3272","0101000020E6100000035B25581CCE52C0BADA8AFD65FB4340","2700"
"3275","0101000020E61000002F8B89CDC7C752C05B5F24B4E5FC4340","6600"
"3276","0101000020E6100000C095ECD808CA52C08109DCBA9BFB4340","3400"
"3277","0101000020E610000049809A5AB6CA52C0BD00FBE8D4FD4340","4050"
"3278","0101000020E6100000499D8026C2CA52C0EC4CA1F31AFF4340","4950"
"3279","0101000020E6100000423EE8D9ACCA52C03BDF4F8D97F64340","3600"
"3280","0101000020E6100000617138F3ABCD52C0475A2A6F47F84340","2300"
"3281","0101000020E61000004B598638D6CD52C0C8073D9B55F74340","3000"
"3282","0101000020E6100000643BDF4F8DC952C075594C6C3EFE4340","5300"
"3283","0101000020E6100000D3F6AFAC34CB52C0FE43FAEDEBFC4340","3000"
"3284","0101000020E61000004A9869FB57CC52C06F2A52616C014440","6500"
"3285","0101000020E6100000E5F21FD26FC952C0FBE8D495CFFA4340","3950"
"3286","0101000020E61000008FFCC1C073C952C04833164D67FB4340","4050"
"3287","0101000020E6100000527E52EDD3CD52C0B01BB62DCAF84340","2250"
"3291","0101000020E6100000F853E3A59BCC52C0EFE192E34E014440","6450"
"3292","0101000020E6100000A7E8482EFFC952C0F6285C8FC2F54340","4750"
"3294","0101000020E6100000DB6D179AEBCA52C0C425C79DD2F94340","1900"
"3295","0101000020E6100000EA211ADD41CA52C07D0569C6A2F94340","2750"
"3296","0101000020E6100000ADDD76A1B9CA52C036B05582C5F94340","2150"
"3297","0101000020E61000009BAC510FD1CA52C09F5912A0A6FA4340","2100"
"3298","0101000020E6100000C8CD70033ECD52C04CE0D6DD3CF94340","1350"
"3299","0101000020E61000001288D7F50BCA52C0D4D4B2B5BEF84340","3200"
"3300","0101000020E6100000F8DF4A766CCA52C0910A630B41FA4340","2550"
"3301","0101000020E61000003BC780ECF5CA52C0A1DB4B1AA3F94340","1850"
"3303","0101000020E61000009A779CA223CD52C08A1F63EE5AFA4340","1150"
"3304","0101000020E61000004E7ADFF8DAC952C038DBDC989EF84340","3500"
"3305","0101000020E610000058CA32C4B1CA52C0257A19C572FF4340","5300"
"3306","0101000020E6100000535C55F65DCB52C0FAD51C2098FF4340","5100"
"3307","0101000020E61000004260E5D022CB52C0E3361AC05B004440","5800"
"3308","0101000020E61000006AA4A5F276CA52C01C08C90226F84340","2900"
"3309","0101000020E61000003C4ED1915CCE52C0096D3997E2FA4340","2850"
"3310","0101000020E61000002098A3C7EFCB52C0931D1B8178FD4340","3150"
"3311","0101000020E610000084D89942E7C952C09A94826E2FF54340","5200"
"3313","0101000020E6100000E6AE25E483CA52C0A1D634EF38F54340","4750"
"3314","0101000020E61000005322895E46C952C08E1EBFB7E9F74340","4450"
"3315","0101000020E6100000D3C1FA3F87CD52C05BB1BFEC9EF84340","1950"
"3316","0101000020E6100000E2067C7E18CB52C060764F1E16F64340","3700"
"3317","0101000020E610000066834C3272CC52C0C02154A9D9F74340","1800"
"3318","0101000020E6100000780B24287ECA52C0E0D6DD3CD5F94340","2450"
"3319","0101000020E6100000381092054CC852C0CF31207BBDFB4340","5600"
"3320","0101000020E610000047205ED72FCA52C03F575BB1BFFC4340","3750"
"3321","0101000020E61000002CB7B41A12CB52C0F54A598638FA4340","1700"
"3322","0101000020E61000002098A3C7EFC952C07250C24CDBF74340","3650"
"3323","0101000020E6100000265305A392CE52C04FCC7A3194034440","8900"
"3324","0101000020E61000002AC6F99B50CC52C05760C8EA56FF4340","4700"
"3325","0101000020E6100000556AF6402BC852C0CC5D4BC807FD4340","6150"
"3326","0101000020E6100000E960FD9FC3CC52C09E245D33F9FE4340","4450"
"3327","0101000020E6100000F9BD4D7FF6C752C0C5724BAB21FD4340","6450"
"3328","0101000020E610000054E3A59BC4CC52C0118DEE2076FE4340","4000"
"3329","0101000020E6100000956588635DCE52C02C82FFAD64034440","8650"
"3331","0101000020E6100000BCE82B4833C852C078978BF84EFC4340","5900"
"3332","0101000020E6100000DA20938C9CCB52C09430D3F6AF004440","5950"
"3333","0101000020E61000000D71AC8BDBCA52C08A8EE4F21FFA4340","1950"
"3334","0101000020E6100000C4995FCD01CA52C09E5E29CB10F74340","3950"
"3335","0101000020E6100000CBA145B6F3CD52C0AD342905DD024440","8050"
"3336","0101000020E61000004DD6A88768CC52C07407B13385FA4340","550"
"3337","0101000020E6100000A852B3075AC952C0868F882991FC4340","4600"
"3338","0101000020E61000008D28ED0DBECE52C036936FB6B9F94340","3250"
"3340","0101000020E6100000A80018CFA0CB52C04EEE77280AFC4340","2050"
"3341","0101000020E61000001C08C90226C852C06F9EEA909BFD4340","6450"
"3342","0101000020E6100000371AC05B20CB52C0A54E401361FB4340","2050"
"3343","0101000020E6100000B3B5BE4868CB52C0AA7D3A1E33F84340","1900"
"3344","0101000020E6100000B493C151F2CE52C010751F80D4FA4340","3600"
"3345","0101000020E61000007A53910A63C952C0174850FC18FB4340","4050"
"3346","0101000020E6100000562B137EA9C952C05ABBED4273F94340","3600"
"3347","0101000020E6100000C763062AE3C952C0D174763238FA4340","3250"
"3348","0101000020E6100000963E74417DCB52C037FDD98F14FD4340","2950"
"3349","0101000020E61000000B0C59DDEACB52C04030478FDFF74340","1850"
"3350","0101000020E6100000320395F1EFC952C0C1A8A44E40FF4340","5600"
"3351","0101000020E6100000FAD51C2098C952C0166A4DF38EFF4340","6100"
"3352","0101000020E610000060AB048BC3C952C0DC9DB5DB2E004440","6450"
"3353","0101000020E6100000C80C54C6BFC952C0E2E47E87A2004440","6750"
"3354","0101000020E610000088635DDC46CF52C0D1E80E6267FA4340","3950"
"3355","0101000020E6100000A2EE0390DACA52C083C0CAA145F64340","3700"
"3356","0101000020E6100000774A07EBFFCA52C00A11700855F24340","6800"
"3357","0101000020E6100000DFC325C79DCA52C0A323B9FC87F44340","5200"
"3358","0101000020E6100000185B087250C852C0A3E9EC6470FC4340","5800"
"3359","0101000020E6100000F4E0EEACDDCA52C00CEA5BE674F94340","2000"
"3360","0101000020E61000001FA2D11DC4CA52C00FEECEDA6DF74340","3000"
"3361","0101000020E61000006553AEF02ECB52C03A3B191C25F74340","2850"
"3362","0101000020E6100000BC5CC47762CA52C00CB08F4E5DF94340","2650"
"3364","0101000020E6100000F86BB2463DCA52C0A0A696ADF5F94340","2800"
"3365","0101000020E6100000A4E4D53906CC52C082CAF8F719FB4340","1100"
"3366","0101000020E61000000DAB7823F3CE52C0B9C2BB5CC4FB4340","3850"
"3368","0101000020E61000009E7B0F971CCB52C037C30DF8FCFC4340","3100"
"3369","0101000020E6100000D5B2B5BE48CC52C037C30DF8FC004440","6150"
"3370","0101000020E6100000FAD51C2098CD52C060764F1E16024440","7300"
"3371","0101000020E610000076711B0DE0C952C0D200DE0209FA4340","3250"
"3372","0101000020E610000095607138F3CB52C04AD235936FF64340","3050"
"3375","0101000020E61000008CB96B09F9C852C07B319413EDFA4340","4550"
