"station_id","station_geog","num_trips"
"3032","0101000020E6100000E8305F5E80CB52C0E9F17B9BFEF84340","960"
"3102","0101000020E6100000963E74417DCB52C0E4F736FDD9FB4340","956"
"3012","0101000020E61000005A8121AB5BCB52C0FF78AF5A99F84340","901"
"3032","0101000020E6100000E8305F5E80CB52C0E9F17B9BFEF84340","868"
"3066","0101000020E6100000A5A0DB4B1ACB52C0A2629CBF09F94340","818"
